
Ticker,Date,Open,Close,Volume
AAPL,2020-06-01,77.3204,78.3178,83237399.0
AAPL,2020-07-01,88.8456,88.5995,113769905.0
AAPL,2020-08-03,105.301,106.029,316590472.0
AAPL,2020-09-01,129.455,130.834,156363784.0
AAPL,2020-10-01,114.704,113.885,119085817.0
AAPL,2020-11-02,106.395,106.059,126004561.0
AAPL,2020-12-01,118.201,119.866,131213436.0
AAPL,2021-01-04,130.422,126.41,146708294.0
AAPL,2021-02-01,130.647,131.023,108765233.0
AAPL,2021-03-01,121.06,125.001,118894961.0
AAPL,2021-04-01,120.97,120.319,76759362.0
AAPL,2021-05-03,129.169,129.662,76806351.0
AAPL,2021-06-01,122.566,121.779,69024346.0
AAPL,2021-07-01,133.862,134.512,53562258.0
AAPL,2021-08-02,143.42,142.602,64169620.0
AAPL,2021-09-01,149.994,149.676,81838322.0
AAPL,2021-10-01,139.25,139.991,96436142.0
AAPL,2021-11-01,146.209,146.179,76004181.0
AAPL,2021-12-01,164.598,161.937,155090128.0
AAPL,2022-01-03,174.768,178.878,106533302.0
AAPL,2022-02-01,171.023,171.605,87722497.0
AAPL,2022-03-01,162.065,160.596,84827003.0
AAPL,2022-04-01,171.25,171.527,80027375.0
AAPL,2022-05-02,154.21,155.443,125049192.0
AAPL,2022-06-01,147.727,146.556,75379586.0
AAPL,2022-07-01,134.067,136.915,72096906.0
AAPL,2022-08-01,158.677,159.168,68827326.0
AAPL,2022-09-01,154.585,155.886,75217530.0
AAPL,2022-10-03,136.395,140.58,115832589.0
AAPL,2022-11-01,153.043,148.674,81448798.0
AAPL,2022-12-01,146.508,146.606,72078840.0
AAPL,2023-01-03,128.782,123.633,113421054.0
AAPL,2023-02-01,142.315,143.757,78566623.0
AAPL,2023-03-01,145.363,143.859,56038481.0
AAPL,2023-04-03,162.629,164.51,57550776.0
AAPL,2023-05-01,167.59,167.897,53002111.0
AAPL,2023-06-01,176.169,178.538,69500531.0
AAPL,2023-07-03,192.111,190.801,31731554.0
AAPL,2023-08-01,194.544,193.919,35588003.0
AAPL,2023-09-01,188.107,188.082,46101936.0
AAPL,2023-10-02,169.975,172.485,52546861.0
AAPL,2023-11-01,169.755,172.705,57352195.0
AAPL,2023-12-01,189.195,190.098,45979229.0
AAPL,2024-01-02,186.032,184.532,82983926.0
AAPL,2024-02-01,182.888,185.745,65274972.0
AAPL,2024-03-01,178.707,178.816,73910432.0
AAPL,2024-04-01,170.385,169.232,46458838.0
AAPL,2024-05-01,168.782,168.505,50621046.0
AAPL,2024-06-03,192.254,193.38,50248854.0
AAPL,2024-07-01,211.38,216.023,60605937.0
AAPL,2024-08-01,223.619,217.629,62711055.0
AAPL,2024-09-03,228.048,222.281,50301038.0
AAPL,2024-10-01,229.016,225.713,63424331.0
AAPL,2024-11-01,220.48,222.42,65420408.0
AAPL,2024-12-02,237.009,239.327,48190028.0
AAPL,2025-01-02,248.657,243.582,55802016.0
AAPL,2025-02-03,229.737,227.76,73143632.0
AAPL,2025-03-03,241.79,238.03,47183985.0
AAPL,2025-04-01,219.805,223.19,36412740.0
AAPL,2025-05-01,209.08,213.32,57365675.0
AAPL,2025-06-02,200.28,201.7,35423294.0
ADBE,2020-06-01,387.08,389.68,2035186.0
ADBE,2020-07-01,434.8,439.81,2581983.0
ADBE,2020-08-03,449.84,447.97,2076479.0
ADBE,2020-09-01,515.0,527.95,2422061.0
ADBE,2020-10-01,497.4252,499.51,2264603.0
ADBE,2020-11-02,451.0,444.94,2479005.0
ADBE,2020-12-01,482.01,479.15,2533070.0
ADBE,2021-01-04,500.3,485.34,3612949.0
ADBE,2021-02-01,462.28,470.0,2554774.0
ADBE,2021-03-01,465.68,469.57,2358980.0
ADBE,2021-04-01,483.12,483.34,2664694.0
ADBE,2021-05-03,510.97,503.46,1458698.0
ADBE,2021-06-01,504.54,495.91,2189020.0
ADBE,2021-07-01,583.33,584.73,1646412.0
ADBE,2021-08-02,625.87,618.75,1467043.0
ADBE,2021-09-01,664.51,665.89,1261172.0
ADBE,2021-10-01,577.52,577.47,2915254.0
ADBE,2021-11-01,651.05,640.2,2215757.0
ADBE,2021-12-01,676.0,657.41,2832765.0
ADBE,2022-01-03,566.65,564.37,2863488.0
ADBE,2022-02-01,536.0,535.98,2307434.0
ADBE,2022-03-01,468.0,466.68,3352760.0
ADBE,2022-04-01,455.0,458.19,2718422.0
ADBE,2022-05-02,397.13,407.29,3009981.0
ADBE,2022-06-01,428.0,418.16,3409856.0
ADBE,2022-07-01,364.175,368.48,2471735.0
ADBE,2022-08-01,406.51,411.09,1910045.0
ADBE,2022-09-01,371.0,370.53,2574360.0
ADBE,2022-10-03,278.2694,285.24,3738131.0
ADBE,2022-11-01,321.01,316.02,2467654.0
ADBE,2022-12-01,348.03,344.11,3365247.0
ADBE,2023-01-03,340.16,336.92,2229104.0
ADBE,2023-02-01,370.01,383.92,3361966.0
ADBE,2023-03-01,323.8,323.38,2377736.0
ADBE,2023-04-03,380.88,380.08,2712644.0
ADBE,2023-05-01,376.51,374.15,1867950.0
ADBE,2023-06-01,412.29,426.75,4443071.0
ADBE,2023-07-03,486.39,485.21,1491011.0
ADBE,2023-08-01,545.78,549.1,2277295.0
ADBE,2023-09-01,564.8,563.21,2234067.0
ADBE,2023-10-02,508.24,521.13,2411478.0
ADBE,2023-11-01,535.0,544.5,2644530.0
ADBE,2023-12-01,609.24,612.47,2490500.0
ADBE,2024-01-02,589.51,580.07,2840192.0
ADBE,2024-02-01,619.0,627.91,1687613.0
ADBE,2024-03-01,561.11,570.93,2968098.0
ADBE,2024-04-01,504.99,502.09,2056030.0
ADBE,2024-05-01,461.12,469.39,2490171.0
ADBE,2024-06-03,447.58,439.02,3967669.0
ADBE,2024-07-01,551.37,560.01,3070159.0
ADBE,2024-08-01,549.99,546.41,2075410.0
ADBE,2024-09-03,576.3,571.04,2757929.0
ADBE,2024-10-01,517.45,502.8,3730026.0
ADBE,2024-11-01,475.41,482.8,2852008.0
ADBE,2024-12-02,512.85,516.2,2007213.0
ADBE,2025-01-02,447.76,441.0,2507887.0
ADBE,2025-02-03,437.8,438.6,3348717.0
ADBE,2025-03-03,440.65,440.72,2607694.0
ADBE,2025-04-01,381.13,383.2,3847766.0
ADBE,2025-05-01,378.3,374.63,2848778.0
ADBE,2025-06-02,408.88,403.4,4153688.0
AMZN,2020-06-01,122.4,123.552,58760640.0
AMZN,2020-07-01,137.9,143.935,127268780.0
AMZN,2020-08-03,159.026,155.594,101493260.0
AMZN,2020-09-01,174.479,174.956,69528140.0
AMZN,2020-10-01,160.4,161.063,99438440.0
AMZN,2020-11-02,153.087,150.224,145147000.0
AMZN,2020-12-01,159.425,161.004,90887640.0
AMZN,2021-01-04,163.5,159.332,88228980.0
AMZN,2021-02-01,162.118,167.144,83204240.0
AMZN,2021-03-01,156.394,157.307,54679260.0
AMZN,2021-04-01,155.897,158.05,58806360.0
AMZN,2021-05-03,174.236,169.324,117510600.0
AMZN,2021-06-01,162.175,160.932,48600900.0
AMZN,2021-07-01,171.73,171.648,40741060.0
AMZN,2021-08-02,167.655,166.574,67078300.0
AMZN,2021-09-01,174.82,173.95,72598220.0
AMZN,2021-10-01,164.45,164.163,56712340.0
AMZN,2021-11-01,168.09,165.906,72177580.0
AMZN,2021-12-01,177.25,172.186,75139900.0
AMZN,2022-01-03,167.55,170.404,63869140.0
AMZN,2022-02-01,150.0,151.194,59219840.0
AMZN,2022-03-01,152.733,151.142,44873580.0
AMZN,2022-04-01,164.15,163.56,57089500.0
AMZN,2022-05-02,122.401,124.5,148788980.0
AMZN,2022-06-01,122.256,121.684,127528980.0
AMZN,2022-07-01,106.29,109.56,73021171.0
AMZN,2022-08-01,134.96,135.39,76846908.0
AMZN,2022-09-01,126.0,127.82,56636145.0
AMZN,2022-10-03,113.58,115.88,50941854.0
AMZN,2022-11-01,103.99,96.79,153370032.0
AMZN,2022-12-01,96.99,95.5,68487969.0
AMZN,2023-01-03,85.46,85.82,76706040.0
AMZN,2023-02-01,102.53,105.15,80450121.0
AMZN,2023-03-01,93.87,92.17,52299524.0
AMZN,2023-04-03,102.3,102.41,41135733.0
AMZN,2023-05-01,104.95,102.05,74728096.0
AMZN,2023-06-01,120.69,122.77,54375131.0
AMZN,2023-07-03,130.82,130.22,28264785.0
AMZN,2023-08-01,133.55,131.69,42298925.0
AMZN,2023-09-01,139.455,138.12,40991536.0
AMZN,2023-10-02,127.28,129.46,48029744.0
AMZN,2023-11-01,133.96,137.0,61529409.0
AMZN,2023-12-01,146.0,147.03,39951833.0
AMZN,2024-01-02,151.54,149.93,47339424.0
AMZN,2024-02-01,155.87,159.28,76542419.0
AMZN,2024-03-01,176.75,178.22,31981152.0
AMZN,2024-04-01,180.79,180.97,29174521.0
AMZN,2024-05-01,181.635,179.0,94645148.0
AMZN,2024-06-03,177.7,178.34,30786640.0
AMZN,2024-07-01,193.49,197.2,41192011.0
AMZN,2024-08-01,189.285,184.07,70435635.0
AMZN,2024-09-03,177.55,176.25,37817511.0
AMZN,2024-10-01,184.9,185.13,36044906.0
AMZN,2024-11-01,198.86,197.93,99687847.0
AMZN,2024-12-02,209.96,210.71,39523185.0
AMZN,2025-01-02,222.03,220.22,33956579.0
AMZN,2025-02-03,234.06,237.42,37285868.0
AMZN,2025-03-03,213.352,205.02,42948447.0
AMZN,2025-04-01,187.86,192.17,41267315.0
AMZN,2025-05-01,190.63,190.2,74265963.0
AMZN,2025-06-02,204.98,206.65,29113319.0
BAC,2020-06-01,22.8163,23.1266,62221974.165486
BAC,2020-07-01,22.7388,22.01,60638813.895895
BAC,2020-08-03,23.6844,23.6462,61594267.356998
BAC,2020-09-01,24.2049,24.3287,48773307.704177
BAC,2020-10-01,23.1256,22.9646,46998164.299599
BAC,2020-11-02,22.7642,22.945,62713376.736228
BAC,2020-12-01,27.3857,27.3366,52796750.071387
BAC,2021-01-04,29.2045,28.793,53696882.06041
BAC,2021-02-01,28.6378,28.7262,42746950.457603
BAC,2021-03-01,34.0556,34.3149,47874683.825306
BAC,2021-04-01,37.4151,38.0514,68068044.531759
BAC,2021-05-03,39.3811,39.0816,43527102.661159
BAC,2021-06-01,41.3844,41.3549,44513161.288081
BAC,2021-07-01,40.2139,40.1942,28984000.358061
BAC,2021-08-02,37.1559,36.7297,51564427.545416
BAC,2021-09-01,40.3975,39.8565,54114936.10033
BAC,2021-10-01,41.3148,41.898,42143278.709133
BAC,2021-11-01,46.7807,46.5371,37979149.318163
BAC,2021-12-01,43.9789,42.6375,62347377.444984
BAC,2022-01-03,44.0644,45.1289,59995226.61624
BAC,2022-02-01,45.1535,45.8723,41265616.644879
BAC,2022-03-01,42.7151,41.5033,76639478.692772
BAC,2022-04-01,40.9406,40.1648,63062811.255142
BAC,2022-05-02,35.3823,35.4903,47506211.070485
BAC,2022-06-01,36.7866,36.0108,35882982.112565
BAC,2022-07-01,30.5983,31.1712,40737973.549488
BAC,2022-08-01,33.2058,33.2946,32740029.542552
BAC,2022-09-01,33.1462,33.2755,33040941.744318
BAC,2022-10-03,30.4122,30.9093,34793948.953904
BAC,2022-11-01,36.2282,35.9896,30088037.230777
BAC,2022-12-01,37.5,36.55,46213201.0
BAC,2023-01-03,33.23,33.51,35221501.0
BAC,2023-02-01,35.2,35.92,44438726.0
BAC,2023-03-01,34.15,34.14,29281552.0
BAC,2023-04-03,28.64,28.59,51996802.0
BAC,2023-05-01,29.5,29.04,34076802.0
BAC,2023-06-01,27.76,27.78,57426132.0
BAC,2023-07-03,28.7,29.2,30995831.0
BAC,2023-08-01,31.84,31.62,32735030.0
BAC,2023-09-01,28.76,28.98,35228576.0
BAC,2023-10-02,27.27,26.7,50388610.0
BAC,2023-11-01,26.44,26.4,44046276.0
BAC,2023-12-01,30.4,30.96,46133342.0
BAC,2024-01-02,33.39,33.9,36668634.0
BAC,2024-02-01,33.93,33.55,57084761.0
BAC,2024-03-01,34.53,34.35,38432319.0
BAC,2024-04-01,37.94,37.52,33908007.0
BAC,2024-05-01,37.21,36.95,32277502.0
BAC,2024-06-03,40.04,39.88,31898567.0
BAC,2024-07-01,39.91,40.01,26770473.0
